continent,country,metric,year,value
Americas,Paraguay,pop,1977,2984494.0
Americas,Paraguay,gdpPercap,1982,4258.503604
Americas,Paraguay,lifeExp,1982,66.874
Americas,Paraguay,pop,1982,3366439.0
Americas,Paraguay,gdpPercap,1987,3998.875695
Americas,Paraguay,lifeExp,1987,67.378
Americas,Paraguay,pop,1987,3886512.0
Americas,Paraguay,gdpPercap,1992,4196.411078
Americas,Paraguay,lifeExp,1992,68.225
Americas,Paraguay,pop,1992,4483945.0
Americas,Paraguay,gdpPercap,1997,4247.400261
Americas,Paraguay,lifeExp,1997,69.4
Americas,Paraguay,pop,1997,5154123.0
Americas,Paraguay,gdpPercap,2002,3783.674243
Americas,Paraguay,lifeExp,2002,70.755
Americas,Paraguay,pop,2002,5884491.0
Americas,Paraguay,gdpPercap,2007,4172.838464
Americas,Paraguay,lifeExp,2007,71.752
Americas,Paraguay,pop,2007,6667147.0
Americas,Peru,gdpPercap,1952,3758.523437
Americas,Peru,lifeExp,1952,43.902
Americas,Peru,pop,1952,8025700.0
Americas,Peru,gdpPercap,1957,4245.256698
Americas,Peru,lifeExp,1957,46.263
Americas,Peru,pop,1957,9146100.0
Americas,Peru,gdpPercap,1962,4957.037982
Americas,Peru,lifeExp,1962,49.096
Americas,Peru,pop,1962,10516500.0
Americas,Peru,gdpPercap,1967,5788.09333
Americas,Peru,lifeExp,1967,51.445
Americas,Peru,pop,1967,12132200.0
Americas,Peru,gdpPercap,1972,5937.827283
Americas,Peru,lifeExp,1972,55.448
Americas,Peru,pop,1972,13954700.0
Americas,Peru,gdpPercap,1977,6281.290855
Americas,Peru,lifeExp,1977,58.447
Americas,Peru,pop,1977,15990099.0
Americas,Peru,gdpPercap,1982,6434.501797
Americas,Peru,lifeExp,1982,61.406
Americas,Peru,pop,1982,18125129.0
Americas,Peru,gdpPercap,1987,6360.943444
Americas,Peru,lifeExp,1987,64.134
Americas,Peru,pop,1987,20195924.0
Americas,Peru,gdpPercap,1992,4446.380924
Americas,Peru,lifeExp,1992,66.458
Americas,Peru,pop,1992,22430449.0
Americas,Peru,gdpPercap,1997,5838.347657
Americas,Peru,lifeExp,1997,68.386
Americas,Peru,pop,1997,24748122.0
Americas,Peru,gdpPercap,2002,5909.020073
Americas,Peru,lifeExp,2002,69.906
Americas,Peru,pop,2002,26769436.0
Americas,Peru,gdpPercap,2007,7408.905561
Americas,Peru,lifeExp,2007,71.421
Americas,Peru,pop,2007,28674757.0
Americas,Puerto Rico,gdpPercap,1952,3081.959785
Americas,Puerto Rico,lifeExp,1952,64.28
Americas,Puerto Rico,pop,1952,2227000.0
Americas,Puerto Rico,gdpPercap,1957,3907.156189
Americas,Puerto Rico,lifeExp,1957,68.54
Americas,Puerto Rico,pop,1957,2260000.0
Americas,Puerto Rico,gdpPercap,1962,5108.34463
Americas,Puerto Rico,lifeExp,1962,69.62
Americas,Puerto Rico,pop,1962,2448046.0
Americas,Puerto Rico,gdpPercap,1967,6929.277714
Americas,Puerto Rico,lifeExp,1967,71.1
Americas,Puerto Rico,pop,1967,2648961.0
Americas,Puerto Rico,gdpPercap,1972,9123.041742
Americas,Puerto Rico,lifeExp,1972,72.16
Americas,Puerto Rico,pop,1972,2847132.0
Americas,Puerto Rico,gdpPercap,1977,9770.524921
Americas,Puerto Rico,lifeExp,1977,73.44
Americas,Puerto Rico,pop,1977,3080828.0
Americas,Puerto Rico,gdpPercap,1982,10330.98915
Americas,Puerto Rico,lifeExp,1982,73.75
Americas,Puerto Rico,pop,1982,3279001.0
Americas,Puerto Rico,gdpPercap,1987,12281.34191
Americas,Puerto Rico,lifeExp,1987,74.63
Americas,Puerto Rico,pop,1987,3444468.0
Americas,Puerto Rico,gdpPercap,1992,14641.58711
Americas,Puerto Rico,lifeExp,1992,73.911
Americas,Puerto Rico,pop,1992,3585176.0
Americas,Puerto Rico,gdpPercap,1997,16999.4333
Americas,Puerto Rico,lifeExp,1997,74.917
Americas,Puerto Rico,pop,1997,3759430.0
Americas,Puerto Rico,gdpPercap,2002,18855.60618
Americas,Puerto Rico,lifeExp,2002,77.778
Americas,Puerto Rico,pop,2002,3859606.0
Americas,Puerto Rico,gdpPercap,2007,19328.70901
Americas,Puerto Rico,lifeExp,2007,78.746
Americas,Puerto Rico,pop,2007,3942491.0
Americas,Trinidad and Tobago,gdpPercap,1952,3023.271928
Americas,Trinidad and Tobago,lifeExp,1952,59.1
Americas,Trinidad and Tobago,pop,1952,662850.0
Americas,Trinidad and Tobago,gdpPercap,1957,4100.3934
Americas,Trinidad and Tobago,lifeExp,1957,61.8
Americas,Trinidad and Tobago,pop,1957,764900.0
Americas,Trinidad and Tobago,gdpPercap,1962,4997.523971
Americas,Trinidad and Tobago,lifeExp,1962,64.9
Americas,Trinidad and Tobago,pop,1962,887498.0
Americas,Trinidad and Tobago,gdpPercap,1967,5621.368472
Americas,Trinidad and Tobago,lifeExp,1967,65.4
Americas,Trinidad and Tobago,pop,1967,960155.0
Americas,Trinidad and Tobago,gdpPercap,1972,6619.551419
Americas,Trinidad and Tobago,lifeExp,1972,65.9
Americas,Trinidad and Tobago,pop,1972,975199.0
Americas,Trinidad and Tobago,gdpPercap,1977,7899.554209
Americas,Trinidad and Tobago,lifeExp,1977,68.3
Americas,Trinidad and Tobago,pop,1977,1039009.0
Americas,Trinidad and Tobago,gdpPercap,1982,9119.528607
Americas,Trinidad and Tobago,lifeExp,1982,68.832
Americas,Trinidad and Tobago,pop,1982,1116479.0
Americas,Trinidad and Tobago,gdpPercap,1987,7388.597823
Americas,Trinidad and Tobago,lifeExp,1987,69.582
Americas,Trinidad and Tobago,pop,1987,1191336.0
Americas,Trinidad and Tobago,gdpPercap,1992,7370.990932
Americas,Trinidad and Tobago,lifeExp,1992,69.862
Americas,Trinidad and Tobago,pop,1992,1183669.0
Americas,Trinidad and Tobago,gdpPercap,1997,8792.573126
Americas,Trinidad and Tobago,lifeExp,1997,69.465
Americas,Trinidad and Tobago,pop,1997,1138101.0
Americas,Trinidad and Tobago,gdpPercap,2002,11460.60023
Americas,Trinidad and Tobago,lifeExp,2002,68.976
Americas,Trinidad and Tobago,pop,2002,1101832.0
Americas,Trinidad and Tobago,gdpPercap,2007,18008.50924
Americas,Trinidad and Tobago,lifeExp,2007,69.819
Americas,Trinidad and Tobago,pop,2007,1056608.0
Americas,United States,gdpPercap,1952,13990.48208
Americas,United States,lifeExp,1952,68.44
Americas,United States,pop,1952,157553000.0
Americas,United States,gdpPercap,1957,14847.12712
Americas,United States,lifeExp,1957,69.49
Americas,United States,pop,1957,171984000.0
Americas,United States,gdpPercap,1962,16173.14586
Americas,United States,lifeExp,1962,70.21
Americas,United States,pop,1962,186538000.0
Americas,United States,gdpPercap,1967,19530.36557
Americas,United States,lifeExp,1967,70.76
Americas,United States,pop,1967,198712000.0
Americas,United States,gdpPercap,1972,21806.03594
Americas,United States,lifeExp,1972,71.34
Americas,United States,pop,1972,209896000.0
Americas,United States,gdpPercap,1977,24072.63213
Americas,United States,lifeExp,1977,73.38
Americas,United States,pop,1977,220239000.0
Americas,United States,gdpPercap,1982,25009.55914
Americas,United States,lifeExp,1982,74.65
Americas,United States,pop,1982,232187835.0
Americas,United States,gdpPercap,1987,29884.35041
Americas,United States,lifeExp,1987,75.02
Americas,United States,pop,1987,242803533.0
Americas,United States,gdpPercap,1992,32003.93224
Americas,United States,lifeExp,1992,76.09
Americas,United States,pop,1992,256894189.0
Americas,United States,gdpPercap,1997,35767.43303
Americas,United States,lifeExp,1997,76.81
Americas,United States,pop,1997,272911760.0
Americas,United States,gdpPercap,2002,39097.09955
Americas,United States,lifeExp,2002,77.31
Americas,United States,pop,2002,287675526.0
Americas,United States,gdpPercap,2007,42951.65309
Americas,United States,lifeExp,2007,78.242
Americas,United States,pop,2007,301139947.0
Americas,Uruguay,gdpPercap,1952,5716.766744
Americas,Uruguay,lifeExp,1952,66.071
Americas,Uruguay,pop,1952,2252965.0
Americas,Uruguay,gdpPercap,1957,6150.772969
Americas,Uruguay,lifeExp,1957,67.044
Americas,Uruguay,pop,1957,2424959.0
Americas,Uruguay,gdpPercap,1962,5603.357717
Americas,Uruguay,lifeExp,1962,68.253
Americas,Uruguay,pop,1962,2598466.0
Americas,Uruguay,gdpPercap,1967,5444.61962
Americas,Uruguay,lifeExp,1967,68.468
Americas,Uruguay,pop,1967,2748579.0
Americas,Uruguay,gdpPercap,1972,5703.408898
Americas,Uruguay,lifeExp,1972,68.673
Americas,Uruguay,pop,1972,2829526.0
Americas,Uruguay,gdpPercap,1977,6504.339663
Americas,Uruguay,lifeExp,1977,69.481
Americas,Uruguay,pop,1977,2873520.0
Americas,Uruguay,gdpPercap,1982,6920.223051
Americas,Uruguay,lifeExp,1982,70.805
Americas,Uruguay,pop,1982,2953997.0
Americas,Uruguay,gdpPercap,1987,7452.398969
Americas,Uruguay,lifeExp,1987,71.918
Americas,Uruguay,pop,1987,3045153.0
Americas,Uruguay,gdpPercap,1992,8137.004775
Americas,Uruguay,lifeExp,1992,72.752
Americas,Uruguay,pop,1992,3149262.0
Americas,Uruguay,gdpPercap,1997,9230.240708
Americas,Uruguay,lifeExp,1997,74.223
Americas,Uruguay,pop,1997,3262838.0
Americas,Uruguay,gdpPercap,2002,7727.002004
Americas,Uruguay,lifeExp,2002,75.307
Americas,Uruguay,pop,2002,3363085.0
Americas,Uruguay,gdpPercap,2007,10611.46299
Americas,Uruguay,lifeExp,2007,76.384
Americas,Uruguay,pop,2007,3447496.0
Americas,Venezuela,gdpPercap,1952,7689.799761
Americas,Venezuela,lifeExp,1952,55.088
Americas,Venezuela,pop,1952,5439568.0
Americas,Venezuela,gdpPercap,1957,9802.466526
Americas,Venezuela,lifeExp,1957,57.907
Americas,Venezuela,pop,1957,6702668.0
Americas,Venezuela,gdpPercap,1962,8422.974165
Americas,Venezuela,lifeExp,1962,60.77
Americas,Venezuela,pop,1962,8143375.0
Americas,Venezuela,gdpPercap,1967,9541.474188
Americas,Venezuela,lifeExp,1967,63.479
Americas,Venezuela,pop,1967,9709552.0
Americas,Venezuela,gdpPercap,1972,10505.25966
Americas,Venezuela,lifeExp,1972,65.712
Americas,Venezuela,pop,1972,11515649.0
Americas,Venezuela,gdpPercap,1977,13143.95095
Americas,Venezuela,lifeExp,1977,67.456
Americas,Venezuela,pop,1977,13503563.0
Americas,Venezuela,gdpPercap,1982,11152.41011
Americas,Venezuela,lifeExp,1982,68.557
Americas,Venezuela,pop,1982,15620766.0
Americas,Venezuela,gdpPercap,1987,9883.584648
Americas,Venezuela,lifeExp,1987,70.19
Americas,Venezuela,pop,1987,17910182.0
Americas,Venezuela,gdpPercap,1992,10733.92631
Americas,Venezuela,lifeExp,1992,71.15
Americas,Venezuela,pop,1992,20265563.0
Americas,Venezuela,gdpPercap,1997,10165.49518
Americas,Venezuela,lifeExp,1997,72.146
Americas,Venezuela,pop,1997,22374398.0
Americas,Venezuela,gdpPercap,2002,8605.047831
Americas,Venezuela,lifeExp,2002,72.766
Americas,Venezuela,pop,2002,24287670.0
Americas,Venezuela,gdpPercap,2007,11415.80569
Americas,Venezuela,lifeExp,2007,73.747
Americas,Venezuela,pop,2007,26084662.0
Asia,Afghanistan,gdpPercap,1952,779.4453145
Asia,Afghanistan,lifeExp,1952,28.801
Asia,Afghanistan,pop,1952,8425333.0
Asia,Afghanistan,gdpPercap,1957,820.8530296
Asia,Afghanistan,lifeExp,1957,30.332
Asia,Afghanistan,pop,1957,9240934.0
Asia,Afghanistan,gdpPercap,1962,853.10071
Asia,Afghanistan,lifeExp,1962,31.997
Asia,Afghanistan,pop,1962,10267083.0
Asia,Afghanistan,gdpPercap,1967,836.1971382
Asia,Afghanistan,lifeExp,1967,34.02
Asia,Afghanistan,pop,1967,11537966.0
Asia,Afghanistan,gdpPercap,1972,739.9811058
Asia,Afghanistan,lifeExp,1972,36.088
Asia,Afghanistan,pop,1972,13079460.0
Asia,Afghanistan,gdpPercap,1977,786.11336
Asia,Afghanistan,lifeExp,1977,38.438
Asia,Afghanistan,pop,1977,14880372.0
Asia,Afghanistan,gdpPercap,1982,978.0114388
Asia,Afghanistan,lifeExp,1982,39.854
Asia,Afghanistan,pop,1982,12881816.0
Asia,Afghanistan,gdpPercap,1987,852.3959448
Asia,Afghanistan,lifeExp,1987,40.822
Asia,Afghanistan,pop,1987,13867957.0
Asia,Afghanistan,gdpPercap,1992,649.3413952
Asia,Afghanistan,lifeExp,1992,41.674
Asia,Afghanistan,pop,1992,16317921.0
Asia,Afghanistan,gdpPercap,1997,635.341351
Asia,Afghanistan,lifeExp,1997,41.763
Asia,Afghanistan,pop,1997,22227415.0
Asia,Afghanistan,gdpPercap,2002,726.7340548
Asia,Afghanistan,lifeExp,2002,42.129
Asia,Afghanistan,pop,2002,25268405.0
Asia,Afghanistan,gdpPercap,2007,974.5803384
Asia,Afghanistan,lifeExp,2007,43.828
Asia,Afghanistan,pop,2007,31889923.0
Asia,Bahrain,gdpPercap,1952,9867.084765
Asia,Bahrain,lifeExp,1952,50.939
Asia,Bahrain,pop,1952,120447.0
Asia,Bahrain,gdpPercap,1957,11635.79945
Asia,Bahrain,lifeExp,1957,53.832
Asia,Bahrain,pop,1957,138655.0
Asia,Bahrain,gdpPercap,1962,12753.27514
Asia,Bahrain,lifeExp,1962,56.923
Asia,Bahrain,pop,1962,171863.0
Asia,Bahrain,gdpPercap,1967,14804.6727
Asia,Bahrain,lifeExp,1967,59.923
Asia,Bahrain,pop,1967,202182.0
Asia,Bahrain,gdpPercap,1972,18268.65839
Asia,Bahrain,lifeExp,1972,63.3
Asia,Bahrain,pop,1972,230800.0
Asia,Bahrain,gdpPercap,1977,19340.10196
Asia,Bahrain,lifeExp,1977,65.593
Asia,Bahrain,pop,1977,297410.0
Asia,Bahrain,gdpPercap,1982,19211.14731
Asia,Bahrain,lifeExp,1982,69.052
Asia,Bahrain,pop,1982,377967.0
Asia,Bahrain,gdpPercap,1987,18524.02406
Asia,Bahrain,lifeExp,1987,70.75
Asia,Bahrain,pop,1987,454612.0
Asia,Bahrain,gdpPercap,1992,19035.57917
Asia,Bahrain,lifeExp,1992,72.601
Asia,Bahrain,pop,1992,529491.0
Asia,Bahrain,gdpPercap,1997,20292.01679
Asia,Bahrain,lifeExp,1997,73.925
Asia,Bahrain,pop,1997,598561.0
Asia,Bahrain,gdpPercap,2002,23403.55927
Asia,Bahrain,lifeExp,2002,74.795
Asia,Bahrain,pop,2002,656397.0
Asia,Bahrain,gdpPercap,2007,29796.04834
Asia,Bahrain,lifeExp,2007,75.635
Asia,Bahrain,pop,2007,708573.0
Asia,Bangladesh,gdpPercap,1952,684.2441716
Asia,Bangladesh,lifeExp,1952,37.484
Asia,Bangladesh,pop,1952,46886859.0
Asia,Bangladesh,gdpPercap,1957,661.6374577
Asia,Bangladesh,lifeExp,1957,39.348
Asia,Bangladesh,pop,1957,51365468.0
Asia,Bangladesh,gdpPercap,1962,686.3415538
Asia,Bangladesh,lifeExp,1962,41.216
Asia,Bangladesh,pop,1962,56839289.0
Asia,Bangladesh,gdpPercap,1967,721.1860862
Asia,Bangladesh,lifeExp,1967,43.453
Asia,Bangladesh,pop,1967,62821884.0
Asia,Bangladesh,gdpPercap,1972,630.2336265
Asia,Bangladesh,lifeExp,1972,45.252
Asia,Bangladesh,pop,1972,70759295.0
Asia,Bangladesh,gdpPercap,1977,659.8772322
Asia,Bangladesh,lifeExp,1977,46.923
Asia,Bangladesh,pop,1977,80428306.0
Asia,Bangladesh,gdpPercap,1982,676.9818656
Asia,Bangladesh,lifeExp,1982,50.009
Asia,Bangladesh,pop,1982,93074406.0
Asia,Bangladesh,gdpPercap,1987,751.9794035
Asia,Bangladesh,lifeExp,1987,52.819
Asia,Bangladesh,pop,1987,103764241.0
Asia,Bangladesh,gdpPercap,1992,837.8101643
Asia,Bangladesh,lifeExp,1992,56.018
Asia,Bangladesh,pop,1992,113704579.0
Asia,Bangladesh,gdpPercap,1997,972.7700352
Asia,Bangladesh,lifeExp,1997,59.412
Asia,Bangladesh,pop,1997,123315288.0
Asia,Bangladesh,gdpPercap,2002,1136.39043
Asia,Bangladesh,lifeExp,2002,62.013
Asia,Bangladesh,pop,2002,135656790.0
Asia,Bangladesh,gdpPercap,2007,1391.253792
Asia,Bangladesh,lifeExp,2007,64.062
Asia,Bangladesh,pop,2007,150448339.0
Asia,Cambodia,gdpPercap,1952,368.4692856
Asia,Cambodia,lifeExp,1952,39.417
Asia,Cambodia,pop,1952,4693836.0
Asia,Cambodia,gdpPercap,1957,434.0383364
Asia,Cambodia,lifeExp,1957,41.366
Asia,Cambodia,pop,1957,5322536.0
Asia,Cambodia,gdpPercap,1962,496.9136476
Asia,Cambodia,lifeExp,1962,43.415
Asia,Cambodia,pop,1962,6083619.0
Asia,Cambodia,gdpPercap,1967,523.4323142
Asia,Cambodia,lifeExp,1967,45.415
Asia,Cambodia,pop,1967,6960067.0
Asia,Cambodia,gdpPercap,1972,421.6240257
Asia,Cambodia,lifeExp,1972,40.317
Asia,Cambodia,pop,1972,7450606.0
Asia,Cambodia,gdpPercap,1977,524.9721832
Asia,Cambodia,lifeExp,1977,31.22
Asia,Cambodia,pop,1977,6978607.0
Asia,Cambodia,gdpPercap,1982,624.4754784
Asia,Cambodia,lifeExp,1982,50.957
Asia,Cambodia,pop,1982,7272485.0
Asia,Cambodia,gdpPercap,1987,683.8955732
Asia,Cambodia,lifeExp,1987,53.914
Asia,Cambodia,pop,1987,8371791.0
Asia,Cambodia,gdpPercap,1992,682.3031755
Asia,Cambodia,lifeExp,1992,55.803
Asia,Cambodia,pop,1992,10150094.0
Asia,Cambodia,gdpPercap,1997,734.28517
Asia,Cambodia,lifeExp,1997,56.534
Asia,Cambodia,pop,1997,11782962.0
Asia,Cambodia,gdpPercap,2002,896.2260153
Asia,Cambodia,lifeExp,2002,56.752
Asia,Cambodia,pop,2002,12926707.0
Asia,Cambodia,gdpPercap,2007,1713.778686
Asia,Cambodia,lifeExp,2007,59.723
Asia,Cambodia,pop,2007,14131858.0
Asia,China,gdpPercap,1952,400.448610699994
Asia,China,lifeExp,1952,44.0
Asia,China,pop,1952,556263527.999989
Asia,China,gdpPercap,1957,575.9870009
Asia,China,lifeExp,1957,50.54896
Asia,China,pop,1957,637408000.0
Asia,China,gdpPercap,1962,487.6740183
Asia,China,lifeExp,1962,44.50136
Asia,China,pop,1962,665770000.0
Asia,China,gdpPercap,1967,612.7056934
Asia,China,lifeExp,1967,58.38112
Asia,China,pop,1967,754550000.0
Asia,China,gdpPercap,1972,676.9000921
Asia,China,lifeExp,1972,63.11888
Asia,China,pop,1972,862030000.0
Asia,China,gdpPercap,1977,741.2374699
Asia,China,lifeExp,1977,63.96736
Asia,China,pop,1977,943455000.0
Asia,China,gdpPercap,1982,962.4213805
Asia,China,lifeExp,1982,65.525
Asia,China,pop,1982,1000281000.0
Asia,China,gdpPercap,1987,1378.904018
Asia,China,lifeExp,1987,67.274
Asia,China,pop,1987,1084035000.0
Asia,China,gdpPercap,1992,1655.784158
Asia,China,lifeExp,1992,68.69
Asia,China,pop,1992,1164970000.0
Asia,China,gdpPercap,1997,2289.234136
Asia,China,lifeExp,1997,70.426
Asia,China,pop,1997,1230075000.0
Asia,China,gdpPercap,2002,3119.280896
Asia,China,lifeExp,2002,72.028
Asia,China,pop,2002,1280400000.0
Asia,China,gdpPercap,2007,4959.114854
Asia,China,lifeExp,2007,72.961
Asia,China,pop,2007,1318683096.0
Asia,Hong Kong China,gdpPercap,1952,3054.421209
Asia,Hong Kong China,lifeExp,1952,60.96
Asia,Hong Kong China,pop,1952,2125900.0
Asia,Hong Kong China,gdpPercap,1957,3629.076457
Asia,Hong Kong China,lifeExp,1957,64.75
Asia,Hong Kong China,pop,1957,2736300.0
Asia,Hong Kong China,gdpPercap,1962,4692.648272
Asia,Hong Kong China,lifeExp,1962,67.65
Asia,Hong Kong China,pop,1962,3305200.0
Asia,Hong Kong China,gdpPercap,1967,6197.962814
Asia,Hong Kong China,lifeExp,1967,70.0
Asia,Hong Kong China,pop,1967,3722800.0
Asia,Hong Kong China,gdpPercap,1972,8315.928145
Asia,Hong Kong China,lifeExp,1972,72.0
Asia,Hong Kong China,pop,1972,4115700.0
Asia,Hong Kong China,gdpPercap,1977,11186.14125
Asia,Hong Kong China,lifeExp,1977,73.6
Asia,Hong Kong China,pop,1977,4583700.0
Asia,Hong Kong China,gdpPercap,1982,14560.53051
Asia,Hong Kong China,lifeExp,1982,75.45
Asia,Hong Kong China,pop,1982,5264500.0
Asia,Hong Kong China,gdpPercap,1987,20038.47269
Asia,Hong Kong China,lifeExp,1987,76.2
Asia,Hong Kong China,pop,1987,5584510.0
Asia,Hong Kong China,gdpPercap,1992,24757.60301
Asia,Hong Kong China,lifeExp,1992,77.601
Asia,Hong Kong China,pop,1992,5829696.0
Asia,Hong Kong China,gdpPercap,1997,28377.63219
Asia,Hong Kong China,lifeExp,1997,80.0
Asia,Hong Kong China,pop,1997,6495918.0
Asia,Hong Kong China,gdpPercap,2002,30209.01516
Asia,Hong Kong China,lifeExp,2002,81.495
Asia,Hong Kong China,pop,2002,6762476.0
Asia,Hong Kong China,gdpPercap,2007,39724.97867
Asia,Hong Kong China,lifeExp,2007,82.208
Asia,Hong Kong China,pop,2007,6980412.0
Asia,India,gdpPercap,1952,546.5657493
Asia,India,lifeExp,1952,37.373
Asia,India,pop,1952,372000000.0
Asia,India,gdpPercap,1957,590.061996
Asia,India,lifeExp,1957,40.249
Asia,India,pop,1957,409000000.0
Asia,India,gdpPercap,1962,658.3471509
Asia,India,lifeExp,1962,43.605
Asia,India,pop,1962,454000000.0
Asia,India,gdpPercap,1967,700.7706107
Asia,India,lifeExp,1967,47.193
Asia,India,pop,1967,506000000.0
Asia,India,gdpPercap,1972,724.032527
Asia,India,lifeExp,1972,50.651
Asia,India,pop,1972,567000000.0
Asia,India,gdpPercap,1977,813.337323
Asia,India,lifeExp,1977,54.208
Asia,India,pop,1977,634000000.0
Asia,India,gdpPercap,1982,855.7235377
Asia,India,lifeExp,1982,56.596
Asia,India,pop,1982,708000000.0
Asia,India,gdpPercap,1987,976.5126756
Asia,India,lifeExp,1987,58.553
Asia,India,pop,1987,788000000.0
Asia,India,gdpPercap,1992,1164.406809
Asia,India,lifeExp,1992,60.223
Asia,India,pop,1992,872000000.0
Asia,India,gdpPercap,1997,1458.817442
Asia,India,lifeExp,1997,61.765
Asia,India,pop,1997,959000000.0
Asia,India,gdpPercap,2002,1746.769454
Asia,India,lifeExp,2002,62.879
Asia,India,pop,2002,1034172547.0
Asia,India,gdpPercap,2007,2452.210407
Asia,India,lifeExp,2007,64.698
Asia,India,pop,2007,1110396331.0
Asia,Indonesia,gdpPercap,1952,749.6816546
Asia,Indonesia,lifeExp,1952,37.468
Asia,Indonesia,pop,1952,82052000.0
Asia,Indonesia,gdpPercap,1957,858.9002707
Asia,Indonesia,lifeExp,1957,39.918
Asia,Indonesia,pop,1957,90124000.0
Asia,Indonesia,gdpPercap,1962,849.2897701
Asia,Indonesia,lifeExp,1962,42.518
Asia,Indonesia,pop,1962,99028000.0
Asia,Indonesia,gdpPercap,1967,762.4317721
Asia,Indonesia,lifeExp,1967,45.964
Asia,Indonesia,pop,1967,109343000.0
Asia,Indonesia,gdpPercap,1972,1111.107907
Asia,Indonesia,lifeExp,1972,49.203
Asia,Indonesia,pop,1972,121282000.0
Asia,Indonesia,gdpPercap,1977,1382.702056
Asia,Indonesia,lifeExp,1977,52.702
Asia,Indonesia,pop,1977,136725000.0
Asia,Indonesia,gdpPercap,1982,1516.872988
Asia,Indonesia,lifeExp,1982,56.159
Asia,Indonesia,pop,1982,153343000.0
Asia,Indonesia,gdpPercap,1987,1748.356961
Asia,Indonesia,lifeExp,1987,60.137
Asia,Indonesia,pop,1987,169276000.0
Asia,Indonesia,gdpPercap,1992,2383.140898
Asia,Indonesia,lifeExp,1992,62.681
Asia,Indonesia,pop,1992,184816000.0
Asia,Indonesia,gdpPercap,1997,3119.335603
Asia,Indonesia,lifeExp,1997,66.041
Asia,Indonesia,pop,1997,199278000.0
Asia,Indonesia,gdpPercap,2002,2873.91287
Asia,Indonesia,lifeExp,2002,68.588
Asia,Indonesia,pop,2002,211060000.0
Asia,Indonesia,gdpPercap,2007,3540.651564
Asia,Indonesia,lifeExp,2007,70.65
Asia,Indonesia,pop,2007,223547000.0
Asia,Iran,gdpPercap,1952,3035.326002
Asia,Iran,lifeExp,1952,44.869
Asia,Iran,pop,1952,17272000.0
Asia,Iran,gdpPercap,1957,3290.257643
Asia,Iran,lifeExp,1957,47.181
Asia,Iran,pop,1957,19792000.0
Asia,Iran,gdpPercap,1962,4187.329802
Asia,Iran,lifeExp,1962,49.325
Asia,Iran,pop,1962,22874000.0
Asia,Iran,gdpPercap,1967,5906.731805
Asia,Iran,lifeExp,1967,52.469
Asia,Iran,pop,1967,26538000.0
Asia,Iran,gdpPercap,1972,9613.818607
Asia,Iran,lifeExp,1972,55.234
Asia,Iran,pop,1972,30614000.0
Asia,Iran,gdpPercap,1977,11888.59508
Asia,Iran,lifeExp,1977,57.702
Asia,Iran,pop,1977,35480679.0
Asia,Iran,gdpPercap,1982,7608.334602
Asia,Iran,lifeExp,1982,59.62
Asia,Iran,pop,1982,43072751.0
Asia,Iran,gdpPercap,1987,6642.881371
Asia,Iran,lifeExp,1987,63.04
Asia,Iran,pop,1987,51889696.0
Asia,Iran,gdpPercap,1992,7235.653188
Asia,Iran,lifeExp,1992,65.742
Asia,Iran,pop,1992,60397973.0
Asia,Iran,gdpPercap,1997,8263.590301
Asia,Iran,lifeExp,1997,68.042
Asia,Iran,pop,1997,63327987.0
Asia,Iran,gdpPercap,2002,9240.761975
Asia,Iran,lifeExp,2002,69.451
Asia,Iran,pop,2002,66907826.0
Asia,Iran,gdpPercap,2007,11605.71449
Asia,Iran,lifeExp,2007,70.964
Asia,Iran,pop,2007,69453570.0
Asia,Iraq,gdpPercap,1952,4129.766056
Asia,Iraq,lifeExp,1952,45.32
Asia,Iraq,pop,1952,5441766.0
Asia,Iraq,gdpPercap,1957,6229.333562
Asia,Iraq,lifeExp,1957,48.437
Asia,Iraq,pop,1957,6248643.0
Asia,Iraq,gdpPercap,1962,8341.737815
Asia,Iraq,lifeExp,1962,51.457
Asia,Iraq,pop,1962,7240260.0
Asia,Iraq,gdpPercap,1967,8931.459811
Asia,Iraq,lifeExp,1967,54.459
Asia,Iraq,pop,1967,8519282.0
Asia,Iraq,gdpPercap,1972,9576.037596
Asia,Iraq,lifeExp,1972,56.95
Asia,Iraq,pop,1972,10061506.0
Asia,Iraq,gdpPercap,1977,14688.23507
Asia,Iraq,lifeExp,1977,60.413
Asia,Iraq,pop,1977,11882916.0
Asia,Iraq,gdpPercap,1982,14517.90711
Asia,Iraq,lifeExp,1982,62.038
Asia,Iraq,pop,1982,14173318.0
Asia,Iraq,gdpPercap,1987,11643.57268
Asia,Iraq,lifeExp,1987,65.044
Asia,Iraq,pop,1987,16543189.0
Asia,Iraq,gdpPercap,1992,3745.640687
Asia,Iraq,lifeExp,1992,59.461
Asia,Iraq,pop,1992,17861905.0
Asia,Iraq,gdpPercap,1997,3076.239795
Asia,Iraq,lifeExp,1997,58.811
Asia,Iraq,pop,1997,20775703.0
Asia,Iraq,gdpPercap,2002,4390.717312
Asia,Iraq,lifeExp,2002,57.046
Asia,Iraq,pop,2002,24001816.0
Asia,Iraq,gdpPercap,2007,4471.061906
Asia,Iraq,lifeExp,2007,59.545
Asia,Iraq,pop,2007,27499638.0
Asia,Israel,gdpPercap,1952,4086.522128
Asia,Israel,lifeExp,1952,65.39
Asia,Israel,pop,1952,1620914.0
Asia,Israel,gdpPercap,1957,5385.278451
